Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32305080,12/31/2015 21:34,12/31/2015 23:21,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10302,25 WASHINGTON PLACE,WASHINGTON PLACE,ANDERSON AVENUE,ALBION PLACE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/2016 5:34,The Police Department issued a summons in response to the complaint.,12/31/2015 23:21,01 STATEN ISLAND,STATEN ISLAND,947610,169893,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63291782,-74.13200762,"(40.63291782283707, -74.13200762396957)"
32307744,12/31/2015 21:33,12/31/2015 23:15,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,114-18 116 STREET,116 STREET,LINDEN BOULEVARD,ROCKAWAY BOULEVARD,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,1/1/2016 5:33,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 23:15,10 QUEENS,QUEENS,1033390,186210,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6776438,-73.82283824,"(40.67764380184158, -73.82283823627309)"
32305555,12/31/2015 21:31,12/31/2015 21:38,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,195 HIGHLAND PLACE,HIGHLAND PLACE,FULTON STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 5:31,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,12/31/2015 21:38,05 BROOKLYN,BROOKLYN,1017280,187173,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68036179,-73.88091393,"(40.680361786727204, -73.8809139323362)"
32307027,12/31/2015 21:30,12/31/2015 21:59,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,71-29 68 PLACE,68 PLACE,CENTRAL AVENUE,MYRTLE AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,1/1/2016 5:30,The Police Department issued a summons in response to the complaint.,12/31/2015 21:59,05 QUEENS,QUEENS,1016333,195442,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70306175,-73.88428885,"(40.7030617464669, -73.8842888523775)"
32308473,12/31/2015 21:26,1/1/2016 7:43,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,136-07 35 AVENUE,35 AVENUE,LINDEN PLACE,LEAVITT STREET,,,ADDRESS,FLUSHING,,Precinct,Closed,1/1/2016 5:26,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 7:43,07 QUEENS,QUEENS,1031220,217951,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7647768,-73.83044009,"(40.76477679551745, -73.83044009190718)"
32309137,12/31/2015 21:24,12/31/2015 22:56,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,953 ELDER AVENUE,ELDER AVENUE,STORY AVENUE,BRUCKNER BOULEVARD,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 5:24,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 22:56,09 BRONX,BRONX,1018073,239003,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82261886,-73.87779416,"(40.82261885937454, -73.87779416455419)"
32309935,12/31/2015 21:23,12/31/2015 23:19,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10029,101C EAST 97 STREET,EAST 97 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 5:23,The Police Department issued a summons in response to the complaint.,12/31/2015 23:19,11 MANHATTAN,MANHATTAN,997627,226035,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7870799,-73.95169339,"(40.78707990100528, -73.95169339159644)"
32309522,12/31/2015 21:22,12/31/2015 22:33,NYPD,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,11415,84-87 129 STREET,129 STREET,KEW GARDENS ROAD,METROPOLITAN AVENUE,,,ADDRESS,KEW GARDENS,,Precinct,Closed,1/1/2016 5:22,The Police Department responded to the complaint and took action to fix the condition.,12/31/2015 22:33,09 QUEENS,QUEENS,1033071,196646,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70628992,-73.82391267,"(40.7062899194167, -73.82391267439831)"
32309866,12/31/2015 21:21,1/1/2016 7:44,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10301,56 ENDOR AVENUE,ENDOR AVENUE,MILFORD AVENUE,MILFORD DRIVE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/2016 5:21,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 7:44,02 STATEN ISLAND,STATEN ISLAND,956292,161167,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60899844,-74.10069176,"(40.60899844481273, -74.10069176384754)"
32308293,12/31/2015 21:18,1/1/2016 2:56,NYPD,New York City Police Department,Vending,In Prohibited Area,Store/Commercial,10011,66 11 AVENUE,11 AVENUE,WEST 17 STREET,WEST 18 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 5:18,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 2:56,04 MANHATTAN,MANHATTAN,981950,210653,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74487012,-74.00830043,"(40.744870116326716, -74.00830042618357)"
32307034,12/31/2015 21:13,1/1/2016 1:05,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11103,41-05 31 AVENUE,31 AVENUE,41 STREET,42 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,1/1/2016 5:13,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 1:05,01 QUEENS,QUEENS,1007480,216499,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76088569,-73.91614552,"(40.76088568556945, -73.91614552481562)"
32308422,12/31/2015 21:12,12/31/2015 22:50,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1319 EAST 85 STREET,EAST 85 STREET,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 5:12,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 22:50,18 BROOKLYN,BROOKLYN,1011503,169135,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63087113,-73.90181515,"(40.63087112871723, -73.9018151518344)"
32310198,12/31/2015 21:11,12/31/2015 22:54,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10465,3303 GRISWOLD AVENUE,GRISWOLD AVENUE,BAY VIEW AVENUE,OUTLOOK AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 5:11,The Police Department responded to the complaint and took action to fix the condition.,12/31/2015 22:54,10 BRONX,BRONX,1035076,247154,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84490948,-73.81629904,"(40.84490948462319, -73.81629903769796)"
32309185,12/31/2015 21:11,12/31/2015 22:57,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,93-20 49 AVENUE,49 AVENUE,93 STREET,94 STREET,,,ADDRESS,ELMHURST,,Precinct,Closed,1/1/2016 5:11,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 22:57,04 QUEENS,QUEENS,1020081,209498,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74162764,-73.87069643,"(40.741627642950675, -73.87069643306084)"
32305833,12/31/2015 21:10,12/31/2015 22:46,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230,4620 BAY PARKWAY,BAY PARKWAY,OCEAN PARKWAY,EAST 5 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 5:10,The Police Department responded to the complaint and took action to fix the condition.,12/31/2015 22:46,12 BROOKLYN,BROOKLYN,992213,167169,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62551322,-73.97131387,"(40.625513216361796, -73.97131387253023)"
32305578,12/31/2015 21:09,12/31/2015 23:05,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,37-24 60 STREET,60 STREET,37 AVENUE,38 AVENUE,,,ADDRESS,WOODSIDE,,Precinct,Closed,1/1/2016 5:09,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 23:05,02 QUEENS,QUEENS,1011174,212220,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74913045,-73.90282826,"(40.749130448396, -73.90282825565436)"
32307010,12/31/2015 21:09,1/1/2016 7:43,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1659 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,PIERCE AVENUE,VAN NEST AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 5:09,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 7:43,11 BRONX,BRONX,1025805,248317,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84815007,-73.84980003,"(40.84815006920489, -73.84980003291898)"
32309186,12/31/2015 21:08,12/31/2015 22:57,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,93-20 49 AVENUE,49 AVENUE,93 STREET,94 STREET,,,ADDRESS,ELMHURST,,Precinct,Closed,1/1/2016 5:08,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 22:57,04 QUEENS,QUEENS,1020081,209498,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74162764,-73.87069643,"(40.741627642950675, -73.87069643306084)"
32306497,12/31/2015 21:07,1/1/2016 1:05,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11234,2045 EAST 59 STREET,EAST 59 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 5:07,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 1:05,18 BROOKLYN,BROOKLYN,1007281,163307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61488648,-73.9170457,"(40.61488647699392, -73.91704569709361)"
32308687,12/31/2015 21:04,12/31/2015 21:58,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10457,2283 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST 182 STREET,EAST 183 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 5:04,The Police Department issued a summons in response to the complaint.,12/31/2015 21:58,05 BRONX,BRONX,1012646,251327,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85646374,-73.89735025,"(40.85646374369113, -73.89735025187152)"
32309868,12/31/2015 21:01,12/31/2015 21:46,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,1212 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,RALPH AVENUE,UNION STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 5:01,The Police Department issued a summons in response to the complaint.,12/31/2015 21:46,16 BROOKLYN,BROOKLYN,1005785,182385,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66725524,-73.92237317,"(40.667255237192734, -73.92237317316912)"
32306973,12/31/2015 21:01,12/31/2015 23:21,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365,61-38 169 STREET,169 STREET,LONG ISLAND EXPWY ET 25 EB,65 AVENUE,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,1/1/2016 5:01,The Police Department issued a summons in response to the complaint.,12/31/2015 23:21,08 QUEENS,QUEENS,1039659,208124,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73775537,-73.80005669,"(40.737755371851584, -73.80005669447716)"
32308078,12/31/2015 20:58,12/31/2015 22:25,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10017,,,,,EAST   46 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,1/1/2016 4:58,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 22:25,06 MANHATTAN,MANHATTAN,992467,213390,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75237897,-73.97034248,"(40.75237897334723, -73.97034248208685)"
32308722,12/31/2015 20:56,12/31/2015 22:57,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10472,2039 BLACKROCK AVENUE,BLACKROCK AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 4:56,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 22:57,09 BRONX,BRONX,1024323,241122,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82840876,-73.85519968,"(40.828408760576224, -73.8551996801548)"
32309167,12/31/2015 20:55,1/1/2016 2:13,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,111-11 44 AVENUE,44 AVENUE,111 STREET,114 STREET,,,ADDRESS,CORONA,,Precinct,Closed,1/1/2016 4:55,The Police Department issued a summons in response to the complaint.,1/1/2016 2:13,04 QUEENS,QUEENS,1024707,212227,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7490981,-73.85398617,"(40.74909810149901, -73.85398616972375)"
32309922,12/31/2015 20:55,12/31/2015 22:41,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11216,636 LAFAYETTE AVENUE,LAFAYETTE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:55,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 22:41,03 BROOKLYN,BROOKLYN,998258,190696,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69008216,-73.94948833,"(40.69008215582861, -73.94948833180347)"
32305581,12/31/2015 20:54,1/1/2016 1:13,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,24-35 38 STREET,38 STREET,ASTORIA BOULEVARD,28 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,1/1/2016 4:54,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 1:13,01 QUEENS,QUEENS,1008533,219277,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76850775,-73.91233443,"(40.768507745041646, -73.91233442562927)"
32307729,12/31/2015 20:52,1/1/2016 1:13,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10452,1301 NELSON AVENUE,NELSON AVENUE,WEST 169 STREET,CORPORAL IRWIN FISCHER PLACE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 4:52,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 1:13,04 BRONX,BRONX,1005319,245293,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83992273,-73.92385584,"(40.8399227259252, -73.92385583945313)"
32310581,12/31/2015 20:52,12/31/2015 22:56,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1207 SAINT LAWRENCE AVENUE,SAINT LAWRENCE AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 4:52,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 22:56,09 BRONX,BRONX,1021072,241774,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83021246,-73.86694329,"(40.83021246364504, -73.86694329004561)"
32309180,12/31/2015 20:51,12/31/2015 21:44,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,133-36 36 ROAD,36 ROAD,COLLEGE POINT BOULEVARD,BUD PLACE,,,ADDRESS,FLUSHING,,Precinct,Closed,1/1/2016 4:51,The Police Department issued a summons in response to the complaint.,12/31/2015 21:44,07 QUEENS,QUEENS,1030067,216634,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76116803,-73.83461134,"(40.76116802671008, -73.8346113443245)"
32309844,12/31/2015 20:50,1/1/2016 1:19,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1146 EAST 56 STREET,EAST 56 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:50,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 1:19,18 BROOKLYN,BROOKLYN,1005894,168039,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62787832,-73.92202629,"(40.627878321584106, -73.92202629457462)"
32310094,12/31/2015 20:50,12/31/2015 23:05,NYPD,New York City Police Department,Animal Abuse,Tortured,Residential Building/House,11203,456 SCHENECTADY AVENUE,SCHENECTADY AVENUE,LEFFERTS AVENUE,EAST NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:50,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2015 23:05,09 BROOKLYN,BROOKLYN,1002424,180720,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66269272,-73.93449299,"(40.66269272007171, -73.93449299269521)"
32307732,12/31/2015 20:49,1/1/2016 2:41,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,9115 BEDELL LANE,BEDELL LANE,REMSEN AVENUE,EAST 92 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:49,The Police Department responded to the complaint and took action to fix the condition.,1/1/2016 2:41,18 BROOKLYN,BROOKLYN,1009247,174010,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64425861,-73.90992482,"(40.64425861012751, -73.90992481547654)"
32308392,12/31/2015 20:48,12/31/2015 22:55,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,669 EAST 7 STREET,EAST 7 STREET,DITMAS AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:48,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 22:55,12 BROOKLYN,BROOKLYN,992258,170706,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63522149,-73.97114757,"(40.63522149334623, -73.97114756648058)"
32308378,12/31/2015 20:48,12/31/2015 21:55,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,9 GABRIEL DRIVE,GABRIEL DRIVE,BEND,BEND,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 4:48,The Police Department responded to the complaint and took action to fix the condition.,12/31/2015 21:55,11 BRONX,BRONX,1025516,253932,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8635629,-73.85081005,"(40.863562900073795, -73.8508100516777)"
32310614,12/31/2015 20:48,12/31/2015 22:19,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,376 WEIRFIELD STREET,WEIRFIELD STREET,IRVING AVENUE,WYCKOFF AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:48,The Police Department issued a summons in response to the complaint.,12/31/2015 22:19,04 BROOKLYN,BROOKLYN,1010190,192800,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69583022,-73.90645447,"(40.69583021775063, -73.90645446791535)"
32310586,12/31/2015 20:40,12/31/2015 20:47,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,435 ELDERTS LANE,ELDERTS LANE,MC KINLEY AVENUE,LIBERTY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:40,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,12/31/2015 20:47,05 BROOKLYN,BROOKLYN,1021514,187137,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68024616,-73.86564893,"(40.68024616347622, -73.8656489281153)"
32310253,12/31/2015 20:35,12/31/2015 21:47,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11418,87-24 109 STREET,109 STREET,JAMAICA AVENUE,91 AVENUE,,,ADDRESS,RICHMOND HILL,,Precinct,Closed,1/1/2016 4:35,The Police Department responded to the complaint and took action to fix the condition.,12/31/2015 21:47,09 QUEENS,QUEENS,1029006,192689,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69545039,-73.83860056,"(40.695450393643505, -73.83860055682976)"
32308393,12/31/2015 20:30,12/31/2015 22:25,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,327 ETNA STREET,ETNA STREET,HEMLOCK STREET,AUTUMN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:30,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2015 22:25,05 BROOKLYN,BROOKLYN,1019794,189701,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68729082,-73.87183666,"(40.687290824852305, -73.8718366563213)"
32308107,12/31/2015 20:28,12/31/2015 23:36,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11103,25-88 36 STREET,36 STREET,ASTORIA BOULEVARD,28 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,1/1/2016 4:28,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 23:36,01 QUEENS,QUEENS,1007990,219398,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76884133,-73.91429432,"(40.76884133332438, -73.9142943151685)"
32305285,12/31/2015 20:25,12/31/2015 21:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,230 SOUTH 2 STREET,SOUTH 2 STREET,ROEBLING STREET,HAVEMEYER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 4:25,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 21:14,01 BROOKLYN,BROOKLYN,995727,198676,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71198903,-73.9586013,"(40.71198902962906, -73.95860130388259)"
32306540,12/31/2015 20:23,12/31/2015 20:57,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11434,151-45 135 AVENUE,135 AVENUE,151 PLACE,CRANSTON STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,1/1/2016 4:23,The Police Department reviewed your complaint and provided additional information below.,12/31/2015 20:57,12 QUEENS,QUEENS,1043823,182712,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66797854,-73.78525576,"(40.66797854205491, -73.78525576364167)"
